artist,genre,occurrences,track_name
Job for a Cowboy,Metal,5482,Coalescing Prophecy
Rank 1,Electronic,5472,Down From The Deep
Moby,Electronic,5469,Oil 1
Sufjan Stevens,Folk,5442,"Out of Egypt, Into the Great Laugh of Mankind, and I Shake the Dirt From My Sandals as I Run"
Rusko,Electronic,5427,Cockney Thug
Bosson,RnB,5410,One In A Million
Trisha Yearwood,Country,5399,XXX's And OOO's (An American Girl)
The Smashing Pumpkins,Electronic,5389,Love
Jeremih,RnB,5376,My Ride
The Unicorns,Rock,5368,Tuff Luff
Cœur de Pirate,Pop,5365,Comme Des Enfants
Greg Laswell,Rock,5351,And Then You
Rhapsody,Metal,5344,"Dargor, Shadowlord of the Black Mountain"
Tears for Fears,Rock,5313,My Life In The Suicide Ranks
Sufjan Stevens,Rock,5303,Rice Pudding
Tycho,Electronic,5291,The Disconnect
Iron & Wine,Folk,5291,Love Vigilantes
Hatebreed,Metal,5289,Not One Truth
Shania Twain,Country,5267,Rock This Country!
Little Joy,Rock,5261,Keep Me In Mind
Boys Night Out,Rock,5246,"Hold On Tightly, Let Go Lightly"
Fair to Midland,Rock,5228,A Wolf Descends Upon The Spanish Sahara
The Magic Numbers,Rock,5215,You Never Had It
Fischerspooner,Electronic,5197,The Best Revenge
Ariel Pink's Haunted Graffiti,Rock,5188,Good Kids Make Bad Grown Ups
Steel Pulse,Reggae,5163,Reggae Fever
Mos Def,Rap,5147,Ms. Fat Booty
The Verve,Rock,5123,One Way To Go
Jonathan Coulton,Rock,5086,Shop Vac
The Strokes,Rock,5078,Last Nite
Fanfarlo,Rock,5068,If It Is Growing
Eluveitie,New Age,5062,Epona
Monsters of Folk,Folk,5029,Goodway
Augustana,Rock,5028,Hotel Roosevelt
Portugal. The Man,Rock,5022,Senseless
Skid Row,Rock,5022,Youth Gone Wild
DJ Shadow,Electronic,5014,Best Foot Forward
The Ark,Rock,5010,Let Your Body Decide
Sun Kil Moon,Rock,4975,Lily and Parrots
Motion City Soundtrack,Rock,4966,Antonia
Pulp,Rock,4961,Seductive Barry
Trentemøller,Electronic,4949,Kink
Underoath,Rock,4945,Reversal
Calvin Harris,Electronic,4945,Electro Man
Mad Caddies,Reggae,4934,Econoline
mewithoutYou,Rock,4927,Leaf
Black Sheep,Rap,4926,The Choice Is Yours
Lykke Li,Pop,4924,Hanging High
Secret Garden,New Age,4911,Poeme
Moderat,Electronic,4894,Mode2
Cinderella,Rock,4893,Don't Know What You Got (Till It's Gone)
DANGERDOOM,Rap,4880,Perfect Hair
In This Moment,Metal,4872,The Legacy Of Odio
Amber Pacific,Rock,4866,The Right to Write Me Off
Anathema,Metal,4839,Where Shadows Dance
Fugazi,Rock,4830,Stacks
Hoobastank,Rock,4829,Same Direction
The Octopus Project,Rock,4795,Six Feet Up
Goldfrapp,Electronic,4793,Slippage
Groove Armada,Electronic,4788,Join Hands
The Dillinger Escape Plan,Rap,4784,Phone Home
Blood Red Shoes,Rock,4780,"Say Something, Say Anything"
Armin van Buuren,Electronic,4776,Communication Part 3
Guster,Pop,4774,Love For Me
Old Crow Medicine Show,Country,4772,Trials & Troubles
Siouxsie and the Banshees,Rock,4762,This Town Ain't Big Enough For The Both Of Us
Xavier Rudd,Folk,4758,Food In The Belly
Rogue Wave,Rock,4752,Like I Needed
Mariza,World,4740,Maria Lisboa
Deftones,Rock,4740,Rickets
James Blake,Electronic,4721,Give a Man a Rod
Ke$ha,Pop,4699,Backstabber
Marina & the Diamonds,Pop,4695,Rootless
Demi Lovato,Pop,4688,Everything You're Not
Between the Buried and Me,Metal,4683,Fire for a Dry Mouth
Nine Black Alps,Rock,4681,Everybody Is
Easy Star All-Stars,Reggae,4679,Exit Music (For A Dub)
The Last Shadow Puppets,Rock,4669,Only the Truth
Ginuwine,RnB,4668,Stingy
Bob Marley & The Wailers,Reggae,4666,Natural Mystic
Fever Ray,Electronic,4650,Concrete Walls
Feist,Rock,4625,Gatekeeper
Jamiroquai,RnB,4614,Black Devil Car
Alizée,Pop,4600,Mon Maquis
Megadeth,Country,4589,These Boots
Ace Hood,Rock,4583,Top Of The World
Nada Surf,Rock,4553,The Way You Wear Your Head
Jimi Hendrix,Rock,4533,One Rainy Wish
Destroyer,Rock,4503,Foam Hands
Liars,Rock,4486,Hold Hands And It Will Happen Anyway
Blue Öyster Cult,Rock,4481,Sinful Love
Black Star,Electronic,4476,Thieves In The Night
Peter & Gordon,Pop,4475,A World Without Love
Dum Dum Girls,Rock,4473,Longhair
.38 Special,Rock,4470,Caught Up in You
Róisín Murphy,Electronic,4457,Tell Everybody
Emilíana Torrini,Pop,4446,Sunny Road
Funeral for a Friend,Rock,4441,Novella
Black Sabbath,Metal,4412,Wheels Of Confusion/The Straightener
Phil Collins,Pop,4402,Can't Turn Back The Years
Zero 7,Rock,4396,Swing
Diana Ross,RnB,4395,Reach Out And Touch (Somebody's Hand)
George Michael,Pop,4380,Shoot the Dog
Testament,Rock,4375,More Than Meets The Eye
She & Him,Pop,4370,Sweet Darlin'
Jaga Jazzist,Jazz,4370,Reminders
Belanova,Pop,4356,Rosa Pastel
Sonic Syndicate,Metal,4352,Unknown Entity
Cobra Starship,Rock,4342,Being From Jersey Means Never Having To Say You're Sorry
Dan Auerbach,Rock,4339,Because I Should
The Sword,Metal,4338,The White Sea
Olivia Newton-John,Pop,4337,Have You Never Been Mellow
Wild Nothing,Rock,4329,Quiet Hours
Fatboy Slim,Electronic,4323,Jin Go Lo Ba
Chris Young,Country,4318,The Man I Want To Be
The Joy Formidable,Rock,4315,9669
Delerium,Electronic,4309,Monuments of Deceit
Jack Johnson,Folk,4308,Fall Line
Chevelle,Rock,4298,One Lonely Visitor
Cream,Rock,4270,Mother's Lament
Nelly Furtado,Pop,4269,In God's Hands
Tegan and Sara,Rock,4265,I Was a Fool
Destiny's Child,RnB,4257,Through With Love
Squarepusher,Electronic,4256,The Body Builder (Dressing Gown mix)
Cursive,Rock,4236,A Red So Deep
Echo & the Bunnymen,Rock,4219,Thorn of Crowns
Zac Brown Band,Country,4218,Whatever it is
Madonna,Pop,4218,Beautiful Stranger
Mandy Moore,Rock,4212,Someday We'll Know
Aesop Rock,Rap,4208,Kill The Messenger
Black Label Society,Metal,4207,Phoney Smiles & Fake Hellos
Caliban,Rap,4207,Moment Of Clarity
The Presidents of the United States of America,Rock,4197,Cleveland Rocks
Whitesnake,Rock,4192,Don't Turn Away
David Bowie,Rock,4180,Sound and Vision
Travis Tritt,Country,4178,Modern Day Bonnie And Clyde
K-OS,Rap,4176,mirror in the Sky
"Does It Offend You, Yeah?",Electronic,4176,Attack Of The 60 Ft Lesbian Octopus
Opeth,Rap,4151,Deliverance
Julian Casablancas,Rock,4116,Out of the Blue
Rory Gallagher,Blues,4111,Tattoo'd Lady
The Maccabees,Rock,4086,Kiss And Resolve
Sting,Rock,4070,Fill Her Up
of Montreal,Rock,4069,Women's Studies Victims
Clint Mansell,Electronic,4043,Leaving Earth
Ben Folds,Rock,4042,Dr. Yang
Gojira,Metal,4034,04
Tunng,Rock,4023,The Pioneers
En Vogue,RnB,4014,Don't Let Go (Love)
Sara Bareilles,Pop,4006,Come Round Soon
Michael Bublé,Jazz,4002,The Best Is Yet To Come
Secondhand Serenade,Rock,3999,The Last Song Ever
Reel Big Fish,Reggae,3992,Rock 'n' Roll Is Bitchin'
We Were Promised Jetpacks,Rock,3988,Quiet Little Voices
Dear and the Headlights,Rock,3987,Sweet Talk
The Rakes,Rock,3977,On A Mission
Public Image Ltd.,Rock,3966,Fodderstompf
Samael,Metal,3965,Supra Karma
Velvet Revolver,Rock,3962,Illegal i Song
Olive,Electronic,3959,You're Not Alone
Ennio Morricone,Metal,3948,The Mission
Mark Knopfler,Rock,3947,We Can Get Wild
Usher,RnB,3940,You Make Me Wanna...
American Hi-Fi,Rock,3921,Surround
The Hold Steady,Rock,3918,Banging Camp
Athlete,Rock,3872,Le Casio
Born Ruffians,Rock,3842,"Red, Yellow & Blue"
Randy Houser,Country,3830,My Kinda Country
Bruce Springsteen,Pop,3828,Glory Days
Erasure,Pop,3826,Chorus
...And You Will Know Us by the Trail of Dead,Rock,3793,So Divided
Josh Groban,Pop,3785,Per Te
Toni Braxton,RnB,3784,I Love Me Some Him
Grizzly Bear,Rock,3784,Cheerleader
Minus the Bear,Rock,3779,Dr. L'Ling
Kate Bush,Rock,3770,The Wedding List
Alison Krauss & Union Station,Country,3766,Bright Sunny South
Killswitch Engage,Metal,3766,My Last Serenade
Saves the Day,Rock,3753,In Reverie
Pet Shop Boys,Pop,3745,Domino Dancing
Fountains of Wayne,Rock,3740,Hey Julie
"Crosby, Stills, Nash & Young",Rock,3733,Everybody I Love You
The Yardbirds,Blues,3728,I'm A Man
The Presets,Pop,3706,Kicking And Screaming
We Are the Fallen,Rock,3705,Through Hell
Naughty By Nature,Rap,3704,O.P.P.
Dope,Rock,3701,Spine For You
Box Car Racer,Rock,3699,Watch The World
Crash Test Dummies,Rock,3696,Mmm Mmm Mmm Mmm
Gustavo Cerati,Rock,3685,Lago En El Cielo
Ou Est Le Swimming Pool,Electronic,3669,These New Knights
Gabriel & Dresden,Electronic,3666,Tracking Treasure Down
Townes Van Zandt,Country,3659,No Place To Fall
Sharon Jones and the Dap-Kings,RnB,3659,I Learned the Hard Way
Slick Rick,Rap,3654,Children's Story
Mr. Scruff,Electronic,3652,Champion Nibble
Sugarcult,Rock,3652,I Changed My Name
Mumford & Sons,Electronic,3638,Babel
Tame Impala,Rock,3636,Slide Through My Fingers
Danzig,Metal,3624,Killer Wolf
Sonata Arctica,Metal,3620,Land of the Free
Madness,Reggae,3620,Tarzan's Nuts
Three Days Grace,Rock,3618,Bitter Taste
Propellerheads,Electronic,3617,Bang On!
Hollywood Undead,Rock,3611,Knife Called Lust
Trapt,Rock,3611,Lost In A Portrait
"The Good, the Bad & the Queen",Rock,3611,Three Changes
The Dillinger Escape Plan,Metal,3584,Abe the Cop
Crystal Castles,Rock,3563,Sad Eyes
The Presets,Electronic,3562,Yippiyo-Ay
Antony and the Johnsons,Rock,3561,Dust and Water
Gym Class Heroes,Rap,3552,Faces in the Hall
Haste the Day,Metal,3541,InstruMETAL
The Cult,Rock,3539,Fire Woman
Bombay Bicycle Club,Rock,3525,What You Want
Christina Aguilera,Pop,3517,Back in the Day
Jack Peñate,Rock,3516,Pull My Heart Away
Johnossi,Rock,3514,18 Karat Gold
Veronica Maggio,Pop,3507,Ingen kommer undan (inte ens i Sverige)
Bathory,Rock,3506,One Eyed Old Man
Asobi Seksu,Rock,3501,Exotic Animal Paradise
Unwritten Law,Rock,3486,Seein' Red
Red Hot Chili Peppers,Rock,3477,Me & My Friends
Temple of the Dog,Rock,3476,Wooden Jesus
The Thermals,Rock,3474,Power Doesn't Run On Nothing
Ryan Adams,Country,3470,Goodnight Rose
Jagged Edge,RnB,3442,Where The Party At
Bauhaus,Rock,3432,International Bullet Proof Talent
AutoKratz,Electronic,3432,Stay The Same
Gretchen Wilson,Country,3431,When I Think About Cheatin'
Musiq,RnB,3424,Dontchange
Fear Factory,Metal,3419,Metallic Division
Matt Nathanson,Rock,3409,Car Crash
Klaxons,Rock,3405,Magick
De-Phazz,Jazz,3397,Who The Pop Cares
Keane,Rock,3396,Pretend That You're Alone
The Future Sound of London,Electronic,3393,Flak
Electric Wizard,Metal,3380,Torquemada '71
Craig David,Rock,3370,Walking Away
Delta Spirit,Rock,3360,Strange Vine
David Cook,Rock,3359,Light On
The Notorious B.I.G.,Rap,3349,The What
Love,Rock,3347,Your Mind And We Belong Together
The Animals,Rock,3329,Talkin' 'Bout You
Tosca,Electronic,3327,Prolo
Hinder,Rock,3325,Thing For You
50 Cent,Rap,3313,What Up Gangsta
Hybrid,Electronic,3306,I Choose Noise
Queensrÿche,Metal,3291,My Empty Room
Refused,Punk,3283,Pump the Brakes
Menomena,Rock,3282,Strongest Man in the World
The Avett Brothers,Country,3280,At the Beach
The Stooges,Rock,3278,Down On The Street
Shakira,Latin,3277,La Tortura
Mastodon,Metal,3275,Deep Sea Creature
Joan Jett and the Blackhearts,Rock,3273,I Hate Myself for Loving You
Insane Clown Posse,Rap,3272,Jake Jeckel
Them Crooked Vultures,Rock,3266,Reptiles
The Horrors,Rock,3265,A Train Roars
Morrissey,Rock,3254,The World Is Full Of Crashing Bores
MC Solaar,Rap,3245,Nouveau western
Tinariwen,World,3244,Tamatant Tilay
Lindsay Lohan,Pop,3226,To Know Your Name
Don Henley,RnB,3225,The Heart Of The Matter
She Wants Revenge,Rock,3219,All Wound Up
Scar Symmetry,Metal,3219,The Missing Coordinates
Ashanti,RnB,3219,Rock Wit U (Awww Baby)
Herman's Hermits,Rock,3212,Can't You Hear My Heartbeat
Kenny Rogers & Dolly Parton,Country,3212,Islands In The Stream
alt-J,Rock,3208,Tessellate
Skinny Puppy,Electronic,3208,The Choke
Liz Phair,Rock,3203,Mesmerizing
PANTyRAiD,Electronic,3200,Worship The Sun
Avantasia,Metal,3198,In Quest For
DragonForce,Metal,3197,Cry of the Brave
Klaus Badelt,Pop,3180,The Medallion Calls
White Zombie,Metal,3172,Grindhouse (A Go-Go)
Rival Schools,Rock,3172,Everything Has Its Point
Jenny Lewis,Rock,3166,Black Sand
William Fitzsimmons,Folk,3161,We Feel Alone
Lila Downs,Latin,3160,Agua De Rosas
Håkan Hellström,Pop,3142,Uppsnärjd i det blå
Ween,Rock,3138,Cold Blows the Wind
The Raveonettes,Rock,3136,The Love Gang
Donell Jones,RnB,3135,Where I Wanna Be
Flobots,Rap,3135,Fight With Tools
Happy Mondays,Rock,3134,Bob's Yer Uncle
Balkan Beat Box,World,3120,Sunday Arak
EVE 6,Rock,3113,On The Roof Again
Madonna,Rap,3112,Rebel Heart
Ferry Corsten,Electronic,3109,Sublime
Dry the River,Rock,3106,No Rest
Wolf Parade,Rock,3106,Bang Your Drum
Adema,Rock,3098,Rip The Heart Out Of Me
Origin,Metal,3097,Implosion of Eternity
Sniff 'n' the Tears,Rock,3094,Driver's Seat
Bob Welch,Rock,3091,Sentimental Lady
Jane's Addiction,Rock,3087,Suffer Some
Great Lake Swimmers,Rock,3076,When It Flows
Zero 7,Pop,3070,Mr McGee
Venetian Snares,Electronic,3065,"Yes Love, My Soul Is Black"
Corey Hart,Electronic,3064,Sunglasses at Night
Phil Ochs,Folk,3056,I Ain't Marching Anymore
Jamie T,Rock,3050,Calm Down Dearest
Lamb,Electronic,3039,That Thing (Open Up)
Misfits,Rap,3034,Bullet
Blackalicious,Rap,3033,Blazing Arrow
The Cars,Rock,3032,My Best Friend's Girl
Godsmack,Rock,3023,Forever Shamed
Depeche Mode,Blues,3019,Lie To Me
Flight of the Conchords,Folk,3017,I'm Not Crying
Creedence Clearwater Revival,Pop,3012,Walk On The Water
Department of Eagles,Rock,3003,Romo-Goth
Keri Hilson,RnB,2997,Where Did He Go
Carly Simon,Rap,2997,Nobody Does It Better
Joe Cocker,Rock,2989,Delta Lady
Karen O and the Kids,Pop,2988,Building All Is Love
DMX,Rap,2984,Lord Give Me a Sign
Strapping Young Lad,Metal,2957,Room 429
Deerhoof,Rock,2957,Look Away
Lil' Wayne,Rap,2939,Hit Em Up
T-Bone Walker,Blues,2937,Mean Old World
Fettes Brot,Rap,2934,Die meisten meiner Feinde
Mylo,Electronic,2927,Guilty Of Love
Aereogramme,Rock,2914,Conscious Life for Coma Boy
Extrawelt,Electronic,2912,Homing
10cc,Rock,2911,The Wall Street Shuffle
Klaxons,Electronic,2900,Gravity's Rainbow (Van She Remix)
blessthefall,Rock,2899,Skinwalkers
Lush,Rock,2893,Covert
Future Islands,Rock,2890,Tin Man
Fleetwood Mac,RnB,2888,Oh Daddy
Leona Lewis,Pop,2874,A Moment Like This
Kent,Rock,2874,Gravitation
Girl Talk,Electronic,2870,Non-Stop Party Now
The Highwaymen,Country,2867,Highwayman
Erin McCarley,Pop,2867,Pitter-Pat
Boston,Rock,2845,Peace Of Mind
Scars on Broadway,Rock,2845,Cute Machines
Hird,Electronic,2839,Keep You Hird
Jimmy Buffett,Rock,2838,Fins
Omarion,RnB,2835,Entourage
Alkaline Trio,Punk,2833,She Took Him to the Lake
Lemon Jelly,Electronic,2827,Nice Weather For Ducks
Mushroomhead,Metal,2825,Episode 29
Finntroll,Rock,2824,Aldhissla
The Dismemberment Plan,Rock,2818,The Face of the Earth
Bad Brains,Rock,2816,Sacred Love
Suede,Punk,2816,New Generation
The Roots,Rap,2814,It Just Don't Stop
Basement Jaxx,RnB,2814,I Want U
Mudhoney,Rock,2812,No One Has
The Academy Is...,Rock,2809,Almost Here
Bee Gees,Pop,2805,Islands in the Stream
Sneaker Pimps,Electronic,2802,Lightning Field
All That Remains,Metal,2801,We Stand
Thursday,Rock,2799,Love Has Led Us Astray
The Tragically Hip,Rock,2786,Ahead By A Century
Beatsteaks,Rock,2769,Not Ready to Rock
José González,Rock,2766,The Nest
Thelonious Monk,Jazz,2762,In Walked Bud
All Shall Perish,Metal,2757,The Ones We Left Behind
The American Analog Set,Rock,2751,Immaculate Heart 1
Mike Oldfield,New Age,2746,Musica Universalis
Billie Myers,Pop,2739,Kiss The Rain
All That Remains,Rock,2738,Six
The Asteroids Galaxy Tour,Rock,2738,Sunshine Coolin'
P.O.D.,Rock,2721,Ghetto
Stevie Wonder,Jazz,2718,Another Star
Mötley Crüe,Rap,2706,Red Hot
Enrique Iglesias,Pop,2704,Ring My Bells
Q-Tip,Rap,2699,Dance On Glass
Tiamat,Metal,2687,Phantasma De Luxe
dredg,Rock,2685,Planting Seeds
She & Him,Rock,2679,I Should Have Known Better
Fenix TX,Rock,2673,All My Fault
Soulwax,Electronic,2670,Krack
Idlewild,Rock,2667,No Emotion
Red Snapper,Rap,2658,The Last One
Kyau vs. Albert,Electronic,2658,Kiksu
Blackfield,Rock,2647,The Hole in Me
No Doubt,Rock,2641,Leftovers
Mudvayne,Rock,2636,I.D.I.O.T.
Drowning Pool,Metal,2631,Mute
Jimi Hendrix,Blues,2629,Electric Church Red House
Hockey,Rock,2624,Learn to Lose
Zero 7,Electronic,2623,End Theme
Paolo Nutini,Rap,2619,Chamber Music
Bowerbirds,Rock,2604,In Our Talons
The Yardbirds,Rock,2598,I Wish You Would
Fujiya & Miyagi,Electronic,2592,Uh
The Cinematic Orchestra,Jazz,2586,Oregon
Windsor For The Derby,Rock,2580,The Melody Of A Fallen Tree
Efterklang,Rock,2579,I Was Playing Drums
Darryl Worley,Country,2579,I Miss My Friend
Kettcar,Rock,2579,"Stockhausen, Bill Gates und ich"
Julian Plenti,Rock,2574,Fly as You Might
Theory of a Deadman,Rock,2573,End Of The Summer
Mercury Rev,Rock,2572,Runaway Raindrop
Hercules and Love Affair,Electronic,2550,"True/False, Fake/Real"
Limp Bizkit,Rock,2549,Re-Arranged
God Is An Astronaut,Rock,2539,Remembrance Day
Badly Drawn Boy,Rock,2534,Degrees Of Separation
Cher,Pop,2531,Just Like Jesse James
The Rolling Stones,Country,2530,Down Home Girl
Rise Against,Punk,2528,Black Masks & Gasoline
Captain Beefheart & His Magic Band,Folk,2523,Autumn's Child
Bear in Heaven,Rock,2520,Deafening Love
Warpaint,Metal,2520,Composure
Panteón Rococó,Reggae,2512,La Dosis Perfecta
Grace Jones,Pop,2510,I've Seen That Face Before (Libertango)
Ultravox,Pop,2500,Vienna
Titus Andronicus,Rock,2495,No Future Part Three: Escape from No Future
Orbital,Jazz,2488,The Saint
Fluke,Electronic,2488,Astrosapiens
Rhett Akins,Country,2484,That Ain't My Truck
Black Lips,Rock,2482,Navajo
The Most Serene Republic,Rock,2481,Agenbite of Inwit
Nightmares on Wax,Electronic,2481,Dreddoverboard
Led Zeppelin,Rock,2479,Misty Mountain Hop
Jazzamor,Jazz,2477,Song of Silence
Sick Puppies,Rock,2476,Pitiful
Good Charlotte,Rock,2475,East Coast Anthem
Memory Cassette,Electronic,2474,Asleep At A Party
Whiskeytown,Country,2465,Don't Wanna Know Why
Babyshambles,Rock,2461,Lost Art Of Murder
McFly,Jazz,2457,Too Close for Comfort
Animals as Leaders,Jazz,2455,Espera
Galaxie 500,Rock,2452,Way Up High
Bring Me the Horizon,Metal,2451,A Lot Like Vegas
Alela Diane,Folk,2447,The Rifle
Ryan Bingham,Country,2446,Southside Of Heaven
Real Estate,Rock,2425,Younger Than Yesterday
Operation Ivy,Punk,2424,Junkie's Runnin' Dry
Squirrel Nut Zippers,Jazz,2423,Put A Lid On It
ABBA,Pop,2422,Lay All Your Love on Me
Celtic Woman,Folk,2409,Send Me A Song
Susana Baca,Latin,2405,Negra Presentuosa
Juno Reactor,Electronic,2399,Shark
Texas,Pop,2398,When We Are Together
Soul Coughing,Rock,2397,The Incumbent
Caspian,Rock,2396,Sea Lawn
Beirut,Rock,2392,Santa Fe
R.E.M.,Rock,2389,Man on the Moon
Sunset Rubdown,Rock,2384,Q-Chord
The Dear Hunter,Rock,2382,The River North
Amon Amarth,Rock,2378,North Sea Storm
Gang Gang Dance,Rock,2377,God's Money VII
Jodeci,RnB,2376,Come & Talk To Me
Blue October,Rock,2373,Come In Closer
Xploding Plastix,Electronic,2367,Bulldozer Butterfly
Otep,Metal,2367,Shattered Pieces
Mýa,RnB,2366,Case of the Ex (Whatcha Gonna Do)
Culture Club,Rock,2360,It's a Miracle
Paolo Nutini,Pop,2353,Coming Up Easy
Eazy-E,Rap,2349,Eazy-er Said Than Dunn
Unearth,Metal,2348,Grave Of Opportunity
Feeder,Rock,2346,Standing on the Edge
Martina Topley-Bird,Electronic,2345,I Wanna Be There
Santigold,Rock,2344,Anne
Hyde,Pop,2337,Perfect Moment
Big Punisher,Rap,2336,You Ain't A Killer
Every Time I Die,Metal,2334,Nothing Dreadful Ever Happens
Graveyard,Rap,2333,Thin Line
Kellie Pickler,Country,2329,Best Days Of Your Life
We Are Scientists,Rock,2327,Lousy Reputation
Alborosie,Reggae,2323,Global War
Killing Joke,Rock,2317,Loose Cannon
Swell,Rock,2317,Song Seven
Soldiers of Jah Army,Reggae,2315,Rasta Courage
London Elektricity,Electronic,2309,Main Ingredient (SKC remix)
Supergrass,Rock,2300,Prophet 15
Ozzy Osbourne,Metal,2298,I Don't Want To Change The World
Cold,Rock,2298,Send In The Clowns
Low,Rock,2297,Standby
Mägo de Oz,Rock,2292,El Príncipe de la Dulce Pena
Fun Lovin' Criminals,Rock,2289,The Grave And The Constant
Skalpel,Jazz,2288,Quiz
Sunny Day Real Estate,Rock,2280,Pillars
Les Savy Fav,Rock,2278,Comes & Goes
Norma Jean,Metal,2276,Like Swimming Circles
Black Mountain,Rock,2276,Don't Run Our Hearts Around
Shinedown,Rock,2271,Her Name is Alice
Dirty Pretty Things,Rock,2270,Truth Begins
Leftfield,Electronic,2259,Dub Gussett
Spock's Beard,RnB,2256,Gibberish
The Ataris,Rock,2251,The Hero Dies in This One
Jem,Pop,2246,Wish I
M. Ward,Rock,2246,Stars of Leo
Jarabe de Palo,Latin,2245,Te Miro Y Tiemblo
Kaiser Chiefs,Pop,2243,Oh My God
Ben Harper,RnB,2242,Brown Eyed Blues
Sam Roberts,Rock,2236,Bridge To Nowhere
Rocky Votolato,Folk,2232,White Daisy Passing
Black Kids,Rock,2227,Hit The Heartbrakes
Black Tide,RnB,2225,Let Me
Frankie J,RnB,2220,How To Deal
M.I.A.,Electronic,2219,XR2
Gold Panda,Electronic,2215,Lonely Owl
High Contrast,Electronic,2206,Mermaid Scar
Hellogoodbye,Rock,2202,Two Weeks In Hawaii
Girl Talk,Rap,2197,What It's All About
The Distillers,Punk,2197,Colossus U.S.A.
The Tallest Man on Earth,Rock,2196,Love Is All
Converge,Metal,2195,This is Mine
